kepoi_name,kepler_name,catalog,p_planet,verdict,unseen,ra,dec,koi_period,koi_prad,koi_teq,koi_depth,koi_duration,koi_model_snr,koi_insol,koi_impact,koi_count,koi_steff,koi_srad,koi_kepmag,duty_cycle,dicco_offset_sig,prad_over_srad
K06981.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,289.18787,44.006969,593.19521,1.63,234.0,227.3,25.65,7.1,0.71,0.6192,1,6103.0,1.03,14.733,0.0018016834626833887,1.1111111111111112,0.014505263719932724
K06982.01,,FALSE POSITIVE,0.0055567972673434595,FALSE POSITIVE,False,290.59076,44.002579,0.706430188,0.41,1473.0,50.8,1.301,11.0,1116.9,0.288,1,5037.0,0.568,14.001,0.07673558442739331,1.9,0.00661623268483495
K06983.01,,CANDIDATE,0.15317460317460316,FALSE POSITIVE,True,292.46378,44.090111,7.7021729,0.85,888.0,74.6,3.987,9.5,147.24,0.509,1,5618.0,0.969,14.32,0.021568588780965955,1.0449438202247192,0.008040265650377089
K07112.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,291.93063,45.22002,0.78430061,1.14,1566.0,254.7,2.952,20.5,1416.91,0.659,1,5176.0,0.681,15.156,0.15682762251071053,,0.015343802113406848
K07113.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,291.99097,45.234138,2.665875491,67.43,1502.0,161390.0,7.59461,2274.7,1199.89,0.878,1,6234.0,1.159,12.156,0.11870099875318345,0.7611940298507461,0.5332673240704201
K07114.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,292.01447,45.205681,2.6658312,0.99,1663.0,40.8,5.771,12.4,1807.48,0.864,1,6276.0,1.353,13.562,0.0902001347022022,2.74468085106383,0.006706758176656011
K07115.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,293.5484,45.201,1.5765874,15.68,2946.0,29.2,15.18,27.9,17781.51,1.04,1,6742.0,3.138,12.232,0.4011829601073813,0.7397260273972603,0.04580030482906964
K07116.01,,CANDIDATE,0.009087174935652162,FALSE POSITIVE,True,293.96545,45.273571,2.52557582,0.62,1364.0,35.4,2.32,10.7,818.81,0.372,1,5821.0,1.036,13.564,0.03827509984105988,2.879518072289157,0.00548538587035379
K07117.01,,CANDIDATE,0.18182194616977226,FALSE POSITIVE,True,294.00787,45.232689,8.2927558,1.01,927.0,103.3,4.784,8.4,174.36,0.6346,2,6146.0,0.943,15.382,0.02403704367290465,1.0898876404494382,0.009817138780322567
K07117.02,,CANDIDATE,0.14420289855072466,FALSE POSITIVE,True,294.00787,45.232689,22.786522,1.45,661.0,228.3,2.197,7.9,45.26,0.3817,2,6146.0,0.943,15.382,0.004017360203837456,1.0,0.014093912110364079
K07118.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,True,297.89444,45.211189,28.027891356,31.3,440.0,243230.0,17.3269,2829.0,8.86,0.6493,1,5231.0,0.544,14.594,0.025758418908389126,0.208955223880597,0.5273763951043295
K07242.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,287.12561,46.733479,2.028512246,50.28,1542.0,121560.0,5.00309,1545.8,1333.24,0.871,1,6105.0,1.025,13.281,0.1027659969735935,0.04477611940298507,0.449621068163019
K07243.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,True,295.14157,46.793919,1.33256167,0.63,1326.0,59.5,3.743,13.0,727.84,0.402,1,4895.0,0.828,14.877,0.11703648457285533,15.710526315789473,0.006974056509783606
K07244.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,295.15475,46.736641,1.332567821,0.96,2395.0,31.0,3.4844,5.0,7802.17,0.413,1,6600.0,1.681,13.191,0.10895005195636742,3.983333333333334,0.005234542967146154
K07245.01,,FALSE POSITIVE,0.0027133963288841294,FALSE POSITIVE,False,295.2258,46.76009,1.332545609,28.37,5080.0,278.2,3.997,31.4,157611.61,0.582,1,5154.0,16.486,13.504,0.1249800873920156,1.06,0.01577318109980382
K07246.01,,FALSE POSITIVE,0.005515746364223591,FALSE POSITIVE,True,295.23248,46.77037,1.33256256,16.03,4529.0,174.9,3.088,11.9,99175.88,0.137,1,4601.0,12.581,12.295,0.09655581698668367,4.642857142857143,0.011678675983476751
K07247.01,,FALSE POSITIVE,0.0013422818791946308,FALSE POSITIVE,False,295.28519,46.770592,1.33258981,0.67,1369.0,78.4,3.987,16.1,832.33,0.223,1,5309.0,0.763,14.818,0.12466326753616704,4.260869565217392,0.008048695810954156
K07248.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,295.28735,46.75449,1.33258375,0.84,1727.0,60.9,4.081,16.4,2096.92,0.746,1,6108.0,0.997,14.835,0.12760298680414398,3.7179487179487176,0.007722525964695185
K07249.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,True,297.52359,46.703129,8.9648813,28.97,1040.0,454.5,61.23,109.9,276.3,1.208,1,6543.0,1.159,12.039,0.28458268599719216,1.5454545454545456,0.2291080287456632
K07376.01,,CANDIDATE,0.46738095238095234,NEEDS REVIEW (ambiguous),True,298.17337,48.173611,1.284241817,1.18,1623.0,166.5,1.965,13.3,1643.57,0.029,1,5849.0,0.919,15.674,0.0637535695506791,1.178082191780822,0.011769059143511706
K07377.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,298.29193,48.194691,2.161583501,29.61,1646.0,50163.0,4.0537,239.2,1741.01,0.715,1,5888.0,1.219,13.945,0.07813908950939327,1.8059701492537312,0.22264346442554453
K07378.01,Kepler-1999 b,CONFIRMED,0.9783412495432955,CONFIRMED,True,282.37042,48.259289,8.7396758,3.29,577.0,1431.0,3.866,15.6,26.17,0.957,2,4406.0,0.628,16.324,0.01843127102418757,2.0,0.04801882221067565
K07379.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,285.25192,48.286209,0.535493486,1.42,3181.0,54.0,2.57,5.1,24045.87,0.566,1,6328.0,1.864,13.39,0.19997130895693718,4.51219512195122,0.006982608387784565
K07380.01,,CANDIDATE,0.006706222554699781,FALSE POSITIVE,True,285.35583,48.221489,15.9474242,1.21,670.0,191.7,1.127,6.5,47.65,0.1178,1,5472.0,0.877,14.801,0.0029445716589976537,0.8461538461538461,0.012646228549749321
K07381.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,True,285.97827,48.225491,24.261683827,58.48,659.0,192280.0,7.1617,5083.9,44.55,0.814,1,6151.0,0.983,12.325,0.012299400519537842,0.029850746268656716,0.5452919615125326
K07382.01,,FALSE POSITIVE,0.001792512104076579,FALSE POSITIVE,False,290.13074,48.289848,32.532521502,24.35,535.0,83468.0,13.3991,1595.1,19.39,0.237,1,5845.0,0.838,15.354,0.017161160818690645,1.971014492753623,0.26633619831601146
K07383.01,,CANDIDATE,0.005515746364223591,FALSE POSITIVE,True,294.20096,48.250061,50.0122,1.2,432.0,210.4,3.426,8.3,8.23,0.484,1,5357.0,0.814,15.174,0.0028543035499338162,2.3,0.013512387481223413
K07508.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,296.44351,50.420441,4.627775175,32.62,1039.0,5675.1,3.4079,197.5,275.68,1.248,1,5845.0,0.874,14.69,0.030683390606444778,1.6619718309859155,0.34209582458517473
K07509.01,,FALSE POSITIVE,0.006706222554699781,FALSE POSITIVE,False,286.68756,50.531506,28.7850347,2.5,993.0,102.9,2.102,6.2,229.66,0.2978,1,6581.0,2.42,13.57,0.00304266902041752,0.4210526315789474,0.009468907894039133
K07510.01,,CANDIDATE,0.16738095238095238,FALSE POSITIVE,True,294.73962,50.566841,5.60682001,1.04,942.0,150.7,2.714,9.9,186.43,0.156,1,5699.0,0.853,15.289,0.020168889518772572,1.602272727272727,0.011175309443243936
K07511.01,,FALSE POSITIVE,0.006706222554699781,FALSE POSITIVE,True,296.10501,50.518471,6.096030635,406.97,1925.0,901660.0,18.4531,4885.3,3246.2,0.642,1,7598.0,2.692,13.533,0.1261278383760397,0.2537313432835821,1.3856788556377113
K07512.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,288.4874,50.675461,31.953038766,47.96,864.0,17703.0,8.0461,1364.9,131.55,0.907,1,5524.0,2.734,13.032,0.01049209025538434,9.074626865671641,0.16078884428492213
K07513.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,289.14355,50.611198,5.9371708,1.17,945.0,157.1,4.954,10.1,188.41,0.4778,1,5475.0,0.923,15.379,0.03476683990069254,1.037037037037037,0.011618750080685764
K07514.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,290.65952,50.711342,0.577844035,18.93,1980.0,320.4,4.291,94.0,3647.63,1.194,1,5693.0,0.816,13.766,0.3094116333080546,122.22500000000001,0.21263546665228883
K07515.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,True,294.38742,50.717098,2.630090609,83.5,1551.0,516930.0,13.6817,1694.6,1371.02,0.285,1,6315.0,1.108,14.187,0.21674950337550647,0.23880597014925373,0.6907517033027031
K07516.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,296.27115,50.886292,43.204596783,43.15,519.0,202490.0,15.0402,4750.2,17.15,0.399,1,6003.0,0.932,14.291,0.014504822325910053,0.22388059701492535,0.42436556610268167
K01957.02,,FALSE POSITIVE,0.04187187718344165,FALSE POSITIVE,False,297.79224,46.935829,1.75147897,1.8,2340.0,76.7,7.89,68.2,7086.5,0.008,2,6823.0,2.037,12.655,0.18769851401641435,0.7681159420289855,0.008099472319378393
K02050.02,,CANDIDATE,0.2882505175983437,NEEDS REVIEW (ambiguous),True,297.63519,41.641869,3.17796408,0.74,1034.0,47.7,0.542,6.0,270.25,0.901,2,5061.0,0.841,12.218,0.007106226742919428,2.545454545454545,0.008065122595312857
K02103.02,,CANDIDATE,0.3834646660768658,NEEDS REVIEW (ambiguous),True,295.50269,43.232792,3.66520844,0.82,1168.0,65.8,3.308,10.3,439.57,0.045,2,5579.0,1.029,14.736,0.03760586487499558,0.9166666666666667,0.007304218007747817
K02199.02,,CANDIDATE,0.5055232448710709,NEEDS REVIEW (ambiguous),True,287.53503,49.801659,3.05293416,1.18,1047.0,227.5,2.155,10.1,284.82,0.328,2,5311.0,0.788,15.901,0.029411596176272158,1.1216216216216215,0.013725590549349314
K02232.02,,CANDIDATE,0.911904761904762,CONFIRMED,True,291.81302,38.088181,12.834857,1.73,755.0,293.9,2.092,9.4,76.96,0.278,2,5492.0,1.016,15.331,0.006791401467633545,1.3734939759036144,0.01560729519259222
K02321.02,,CANDIDATE,0.13554856698130474,FALSE POSITIVE,True,296.70724,41.203651,36.2530992,1.43,582.0,152.1,4.73,8.3,27.17,0.721,2,6002.0,1.081,14.71,0.005436316830350696,1.5454545454545452,0.012125107366553867
K02421.02,,CANDIDATE,0.2690323689972509,NEEDS REVIEW (ambiguous),True,298.41931,45.071442,4.02321842,0.48,747.0,81.2,2.162,9.8,73.5,0.396,2,4671.0,0.528,14.363,0.022390863216751062,2.8431372549019605,0.008332638946754437
K02439.02,,CANDIDATE,0.17959770015293666,FALSE POSITIVE,True,293.12738,42.320099,7.5017934,1.32,1046.0,134.8,4.271,9.8,283.25,0.286,2,6321.0,1.125,15.438,0.023722105347946974,0.8181818181818181,0.010754659333944394
K02449.02,,CANDIDATE,0.4364804281137277,NEEDS REVIEW (ambiguous),True,291.55051,50.825611,0.912351255,1.46,1840.0,111.8,1.072,9.1,2705.58,0.956,2,5481.0,1.036,15.114,0.048957752205499694,3.0000000000000004,0.012917198985026667
K06329.01,,CANDIDATE,0.22875959573035015,NEEDS REVIEW (ambiguous),True,292.52939,38.489079,12.4701111,2.06,1074.0,89.7,3.616,9.3,313.87,0.569,1,5623.0,2.109,14.024,0.012082223282410584,1.192982456140351,0.008952944453933407
K06330.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,True,294.07187,38.426922,3.495457889,84.49,2051.0,114620.0,6.9796,724.0,4186.71,0.965,1,8529.0,1.558,13.444,0.08319844664181182,0.29850746268656714,0.4970649108295318
K06331.01,,CANDIDATE,0.00313479398327121,FALSE POSITIVE,True,294.87256,38.43446,5.8229815,1.36,914.0,281.6,2.8,8.1,165.12,0.395,1,5704.0,0.804,15.902,0.020035555096073493,3.0102040816326534,0.01550451226908537
K06332.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,286.45258,38.538342,4.01668015,22.11,1016.0,38007.0,2.2828,87.9,252.13,0.911,1,5448.0,0.794,15.371,0.023680418433782102,0.2686567164179104,0.2552369166549303
K06333.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,289.79056,38.52906,1.89134156,0.99,1673.0,68.4,5.891,10.3,1856.23,0.739,1,6387.0,1.105,15.343,0.12978001357583097,8.1,0.008211985351145323
K06334.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,290.47125,38.528561,2.881100027,446.29,2946.0,662830.0,9.43866,3316.5,17809.19,0.829,1,8104.0,3.369,13.636,0.13650254982972865,0.07462686567164178,1.2142032588607128
K06335.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,290.81723,38.53912,0.806277023,0.89,2046.0,70.8,7.275,37.9,4119.09,0.697,1,6122.0,0.996,13.614,0.37595639135558,150.20454545454547,0.00819041518963112
K06336.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,292.64017,38.513569,0.513482156,0.83,2072.0,91.6,2.732,12.6,4335.56,0.004,1,5495.0,0.882,15.63,0.22168897595213286,9.129032258064516,0.008625509476629026
K06464.02,,FALSE POSITIVE,0.25540531545800527,NEEDS REVIEW (ambiguous),False,298.21509,39.955101,225.66716,1.94,331.0,342.9,16.6,11.7,2.82,0.3037,3,6363.0,1.035,13.718,0.00306498591406329,2.0476190476190474,0.017180532862197073
K06465.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,True,298.38226,39.913521,4.24748886,1.01,1079.0,121.0,3.053,10.0,319.94,0.242,1,5807.0,0.922,15.146,0.029949068149723965,33.47619047619048,0.010040739555145532
K06466.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,True,298.47495,39.92321,1.000012952,2.12,2858.0,36.0,1.221,11.9,15781.19,0.097,1,5176.0,3.605,11.942,0.05087434107553439,185.5142857142857,0.005390211934488585
K06467.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,283.61157,40.05624,0.878803439,51.97,1347.0,410720.0,2.74503,524.8,775.9,0.467,1,4524.0,0.737,15.929,0.13014997998886982,0.16417910447761191,0.6463391732281016
K06468.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,True,286.65768,40.02726,1.560158562,45.91,1223.0,240160.0,3.4248,459.9,530.79,0.712,1,4926.0,0.749,13.871,0.09146506225435821,0.1044776119402985,0.5618245653538663
K06469.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,288.3205,40.000523,34.188302705,74.5,660.0,118440.0,3.01179,2594.9,44.91,0.957,1,5757.0,1.345,12.869,0.003670590233239249,0.2537313432835821,0.5077024250457444
K06470.01,,FALSE POSITIVE,0.23372579358363757,NEEDS REVIEW (ambiguous),False,289.08063,40.026791,8.65303996,1.88,764.0,497.0,1.091,14.7,80.51,0.369,1,5301.0,0.84,15.639,0.005253452375520214,0.7297297297297298,0.02051416350224783
K06471.01,,FALSE POSITIVE,0.2656619842559088,NEEDS REVIEW (ambiguous),True,289.08875,40.018162,8.65311903,0.85,493.0,206.8,1.273,8.9,13.95,0.701,1,3929.0,0.55,15.109,0.0061297743025114345,0.21428571428571427,0.014165486209482542
K06584.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,297.57599,40.61364,12.4253812,1.14,823.0,115.3,19.781,26.8,108.46,0.1583,1,5925.0,1.066,13.854,0.0663326396242341,2.269230769230769,0.009802185027420321
K06585.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,297.62177,40.604099,12.42555999,4.72,599.0,2964.8,28.083,122.0,30.49,0.9066,1,4922.0,0.704,15.902,0.09417080605958265,2.466666666666667,0.061453212232313974
K06586.01,,FALSE POSITIVE,0.002491707166550953,FALSE POSITIVE,True,297.64334,40.62252,12.4257442,8.43,1551.0,936.0,29.122,49.6,1369.63,0.963,1,8691.0,2.193,12.625,0.09765344007859637,0.7142857142857143,0.03523418192122841
K06587.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,297.66238,40.68774,12.4254241,2.17,755.0,378.9,24.98,36.0,76.9,0.938,1,5853.0,0.895,15.71,0.08376642317853225,5.311111111111111,0.022223473928383065
K06588.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,298.57382,40.676601,2.991884392,40.11,1486.0,123880.0,7.5583,1280.3,1154.88,0.496,1,6596.0,1.094,13.28,0.10526114160986828,1.492537313432836,0.3360551763891705
K06589.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,299.38046,40.694759,1.795273026,55.26,1642.0,125420.0,7.3232,877.8,1714.88,0.935,1,6363.0,1.012,14.889,0.16996486267784727,0.6865671641791045,0.5005017697800546
K06590.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,284.32294,40.71521,0.755109271,0.47,1961.0,23.2,2.619,12.9,3494.52,0.4041,1,5606.0,0.962,13.292,0.14451550814027816,5.105882352941176,0.00447814379986699
K06591.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,True,284.33002,40.736401,0.755101141,0.19,680.0,76.7,3.371,13.4,50.92,0.523,1,3256.0,0.207,15.237,0.18601260904906158,29.642857142857142,0.008413147535611969
K06719.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,True,299.16608,41.863049,1.75251585,1.02,1447.0,125.9,3.489,14.2,1035.27,0.738,1,5952.0,0.844,13.978,0.08295217415580007,,0.011077275945803884
K06720.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,299.16617,41.861912,1.752450163,0.79,1552.0,55.5,3.0255,3.4,1372.36,0.728,1,5779.0,0.99,13.294,0.07193499858746054,,0.0073142052977066725
K06721.01,,FALSE POSITIVE,0.006706222554699781,FALSE POSITIVE,False,291.42236,41.978939,8.27923132,1.08,815.0,164.9,2.355,10.9,104.49,0.187,1,5631.0,0.847,15.197,0.01185194569488125,10.02439024390244,0.011687337743499731
K06722.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,291.52811,41.915958,2.212877035,69.18,1507.0,376200.0,4.66961,2731.0,1221.98,0.518,1,6153.0,1.0,14.28,0.08792494126693909,0.38805970149253727,0.6340971585701193
K06723.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,291.79865,41.963551,0.845097627,0.78,1584.0,86.5,1.873,10.7,1496.92,0.717,1,5252.0,0.783,15.685,0.09234633274702908,30.736842105263158,0.00913078443973858
K06724.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,291.92892,41.956371,17.445640466,63.46,682.0,334160.0,6.08966,4093.9,51.15,0.588,1,5759.0,0.945,11.23,0.01454436905471266,3.2758620689655173,0.6155218987482967
K06725.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,292.08383,41.915031,14.313157391,34.98,1144.0,21567.0,8.90236,4262.9,404.48,0.004,1,5750.0,2.379,13.254,0.02591543267035585,0.23880597014925373,0.13477229146415182
K06726.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,True,294.58789,41.914261,0.676990194,37.5,1919.0,20506.0,1.69459,997.0,3192.15,1.223,1,5813.0,0.816,15.553,0.10429680856893869,0.753623188405797,0.42122715263924093
K06727.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,False,294.67725,41.90464,0.515875396,7.22,3189.0,1773.0,1.21,9.1,24441.1,0.95,1,7229.0,1.38,13.591,0.0977303183241301,1.302325581395349,0.04795494095298822
K06853.01,,FALSE POSITIVE,0.005515746364223591,FALSE POSITIVE,False,291.56744,42.856178,2.83401711,0.93,1381.0,84.2,5.938,11.5,859.57,0.2794,1,6247.0,1.002,15.036,0.08730246045221182,1.372093023255814,0.0085072750923451
K06854.01,,FALSE POSITIVE,0.026985368695914884,FALSE POSITIVE,False,291.58347,42.830051,0.566803996,0.64,1350.0,141.6,3.399,23.4,786.1,0.123,1,4373.0,0.544,15.989,0.249865916612204,0.918032786885246,0.010783415107564566
K06855.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,291.58682,42.890133,0.56681118,,,,2.06,,,,1,,,11.58,0.15143196951996138,1.7500000000000002,
K06856.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,True,291.64725,42.861191,0.566799927,0.77,1649.0,145.1,4.71,28.9,1738.27,0.188,1,5092.0,0.645,15.888,0.34624210528523935,4.035087719298246,0.010942240601396912
K06857.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,291.68314,42.884411,0.566786121,0.79,1984.0,81.8,3.404,14.0,3678.65,0.591,1,5603.0,0.846,15.768,0.250241366325435,1.5820895522388059,0.008559176412209936
K06858.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,291.77713,42.845871,0.56679797,0.65,1799.0,72.6,4.503,14.0,2467.38,0.176,1,5230.0,0.777,15.877,0.3310262385025832,4.366666666666667,0.007667743689741856
K06859.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,292.91879,42.850082,0.566802891,1.29,3111.0,49.2,1.861,14.4,22107.66,0.628,1,6487.0,1.748,12.982,0.1368053478518102,5.0,0.006764310449338986
K06860.01,,CANDIDATE,0.23420289855072465,NEEDS REVIEW (ambiguous),True,280.77686,42.924541,0.576732089,0.43,1537.0,35.4,1.856,9.1,1316.33,0.518,1,4524.0,0.717,13.291,0.13408883398082147,1.4761904761904763,0.005496984967663666
K06984.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,True,296.06284,44.018822,1.01884975,0.47,1754.0,30.9,3.233,14.8,2238.64,0.2737,1,6068.0,0.829,13.948,0.13221609303367188,0.32584269662921345,0.0051965914782533705
K06985.01,,CANDIDATE,0.034087174935652165,FALSE POSITIVE,True,296.56937,44.01722,10.9279755,0.81,834.0,71.5,2.486,7.3,114.42,0.0956,1,6045.0,0.955,14.347,0.00947873037721702,6.636363636363636,0.007774221258176131
K06986.01,,FALSE POSITIVE,0.00536394067550515,FALSE POSITIVE,False,297.3703,44.09877,32.440339204,44.56,448.0,287600.0,4.50984,2177.0,9.52,0.645,1,5081.0,0.696,15.854,0.005792479505788586,0.2835820895522388,0.5868284922616603
K06987.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,True,299.71408,44.037189,0.552141897,10.04,2206.0,105.6,4.985,42.8,5602.43,1.091,1,5952.0,0.904,13.866,0.3761865101378701,40.05263157894737,0.10179830146897786
K06988.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,299.82968,44.040359,2.62387291,74.23,1790.0,232470.0,4.61248,2607.6,2430.91,0.49,1,6728.0,1.46,13.7,0.07324541746447112,1.7246376811594202,0.4660171013146165
K06989.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,300.5683,44.029549,0.75509861,60.74,2359.0,60334.0,2.6423,385.4,7285.15,1.091,1,6038.0,1.213,13.441,0.14580325254913837,0.2537313432835821,0.4589752173029274
K06990.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,True,300.63577,44.053398,3.671661096,105.82,1967.0,129240.0,4.29947,3152.6,3539.43,0.923,1,7343.0,1.94,12.814,0.04879115437110957,5.044117647058823,0.4999669271546959
K06991.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,281.0105,44.15377,22.673145675,30.92,684.0,65411.0,6.6324,912.0,51.67,0.605,1,5619.0,1.153,14.274,0.012188427841519613,0.4477611940298507,0.24580200854901296
K07119.01,,FALSE POSITIVE,0.00313479398327121,FALSE POSITIVE,False,298.87738,45.203979,0.50948306,1.22,3024.0,74.6,3.14,8.0,19778.63,0.3535,1,6344.0,1.39,13.545,0.2567962383937424,0.3064516129032258,0.00804489314139889
K07120.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,282.76163,45.398521,17.329965871,42.58,548.0,252720.0,8.43812,1938.7,21.34,0.705,1,5079.0,0.683,15.2,0.020287883770254964,0.746268656716418,0.57142627084639
K07121.01,,FALSE POSITIVE,0.006706222554699781,FALSE POSITIVE,False,285.03131,45.380451,1.890227354,42.05,1236.0,112260.0,3.855,252.0,551.66,0.957,1,5356.0,0.78,15.569,0.08497655039225509,0.14492753623188404,0.49413617241298263
K07122.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,True,286.00845,45.35603,1.387206724,103.41,2619.0,151430.0,3.82527,1752.6,11126.98,0.856,1,7207.0,1.894,11.658,0.11489725881692024,0.2537313432835821,0.50044668048166
K07123.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,286.0213,45.343681,1.38718209,0.68,1707.0,45.5,2.595,7.2,2011.41,0.28,1,6122.0,0.996,14.718,0.07794578720375492,3.4430379746835444,0.0062578453134260244
K07124.01,,FALSE POSITIVE,0.009087174935652162,FALSE POSITIVE,False,292.87848,45.344372,35.026564845,34.88,489.0,120250.0,2.90121,1607.2,13.56,0.777,2,5546.0,0.81,15.496,0.0034512019815513247,0.05970149253731343,0.39469961865317815
K07125.01,,CANDIDATE,0.04093337919169795,FALSE POSITIVE,True,293.20148,45.354691,7.918267,0.93,953.0,83.7,3.478,8.4,195.36,0.219,1,5966.0,1.016,14.758,0.01830156354498613,0.6119402985074626,0.008390048860757667
K07126.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,294.47293,45.389721,3.138580493,59.24,1281.0,233340.0,4.16343,2387.8,635.61,0.619,1,5593.0,1.083,13.63,0.055272200406172596,1.5671641791044775,0.5013740390824619
K07250.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,297.61273,46.738949,9.26147679,,,,1.77,,,,1,,,14.874,0.00796309289244572,1.225806451612903,
K07251.01,,FALSE POSITIVE,0.001985368695914888,FALSE POSITIVE,True,297.62296,46.75386,581.0723,161858.0,639.0,1364.2,15.81,15.9,39.36,88.7243,1,5026.0,16.891,12.282,0.001133679922446828,4.333333333333334,87.83225990812609
K07252.01,,CANDIDATE,0.07103298774353392,FALSE POSITIVE,True,298.54852,46.756641,10.2170589,1.17,929.0,121.3,2.259,7.9,176.34,0.132,1,6211.0,1.054,14.455,0.009212533755677967,1.6617647058823526,0.010174673932137532
K07253.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,299.58655,46.765541,3.50474265,200.24,2689.0,88625.0,8.2852,977.2,12355.55,1.049,1,7624.0,3.682,10.862,0.09849986179917282,1.7948717948717947,0.49847376017596945
K07254.01,,FALSE POSITIVE,0.0006430868167202572,FALSE POSITIVE,False,299.68179,46.735352,2.14344093,28.69,1033.0,133320.0,3.9741,645.9,269.48,0.686,1,4817.0,0.7,14.945,0.07725312029009355,13.999999999999998,0.3756710750294619
K07255.01,,CANDIDATE,0.0,FALSE POSITIVE,True,280.99176,46.88937,86.95432088,,,,12.11,,,,1,,,14.248,0.005802855202902176,0.7297297297297297,
K07256.01,,FALSE POSITIVE,0.005515746364223591,FALSE POSITIVE,False,282.54208,46.856628,9.058487716,20.51,547.0,127970.0,4.14334,2098.9,21.15,0.213,1,4340.0,0.573,15.507,0.019058276842583145,0.19402985074626863,0.32808493416706264
K07257.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,284.06732,46.809582,2.856085147,88.52,1739.0,173840.0,4.5776,422.1,2164.0,0.841,1,6604.0,1.526,14.045,0.06678138904005629,0.14925373134328357,0.5316944426758671
K07384.01,,FALSE POSITIVE,0.0,FALSE POSITIVE,False,294.21442,48.258179,0.876941133,0.85,1938.0,73.5,1.296,12.3,3332.14,0.386,1,6018.0,0.975,14.978,0.06157767946779616,122.84615384615385,0.007990787092528614
